daterecorded,user_comment,altitude,general_condition,precipitation_amount,fog_thickness,longitude,thunderstorm_intensity,windy,precipitation_type,latitude,cloud_type,precipitation_unit,tzoffset
1401671810357,-,0.0,Cloudy,0.0,-,-79.3458385,-,0,-,43.6706281,Very Cloudy,-,-14400000
1401671845187,-,0.0,Cloudy,0.0,-,151.1892655,-,0,-,-33.9250388,Mostly Cloudy,-,36000000
1401672072076,-,0.0,Clear,0.0,-,-117.1623528,-,1,-,32.7694082,-,-,-25200000
1401672097627,-,0.0,Cloudy,0.0,-,151.2099857,-,0,-,-33.8677289,Very Cloudy,-,36000000
1401672098223,-,0.0,Cloudy,0.0,-,-93.6436672,-,2,-,41.7368433,Very Cloudy,-,-18000000
1401672196836,-,0.0,Clear,0.0,-,-97.7753161,-,-,-,30.3745599,-,-,-18000000
1401672340720,-,0.0,Clear,0.0,-,151.1201284,-,-,-,-33.779336,Mostly Cloudy,-,36000000
1401672497514,-,0.0,Clear,0.0,Light Fog,151.0451462,-,0,-,-33.8080235,Mostly Cloudy,-,36000000
1401672784696,-,0.0,Cloudy,0.0,-,-105.0374773,-,0,-,39.9197334,Partly Cloudy,-,-21600000
1401672830980,-,0.0,Cloudy,0.0,-,-94.6879962,-,0,-,38.9690727,Very Cloudy,-,-18000000
1401673111954,-,0.0,Precipitation,2.0,-,-89.3614885,-,0,Rain,43.0851367,-,-,-18000000
1401673474725,-,0.0,Precipitation,1.0,-,-44.9992173,-,1,Rain,-21.2573458,-,-,-10800000
1401673632360,-,0.0,Clear,0.0,-,-122.6487555,-,0,-,45.5237749,-,-,-25200000
1401673983514,-,0.0,Clear,0.0,-,-77.2787804,-,0,-,39.1893853,-,-,-14400000
1401674033542,-,0.0,Clear,0.0,Light Fog,-70.4702201,-,0,-,44.0635016,-,-,-14400000
1401674044990,-,0.0,Thunderstorm,2.0,-,-89.4140203,Infrequent Lightning,1,Rain,43.0641736,-,-,-18000000
1401674447814,-,0.0,Cloudy,0.0,Light Fog,-97.7444684,-,1,-,30.3033162,Partly Cloudy,-,-18000000
1401674735684,-,0.0,Cloudy,0.0,-,-79.301693,-,0,-,43.7193022,Partly Cloudy,-,-14400000
1401675077815,-,0.0,Clear,0.0,-,-76.7678178,-,1,-,40.0585454,-,-,-14400000
1401675222411,-,0.0,Clear,0.0,-,-122.3330479,-,-,-,47.6742554,-,-,-25200000
1401675237894,-,0.0,Cloudy,0.0,-,-78.8712872,-,1,-,42.9611279,Mostly Cloudy,-,-14400000
1401675410495,-,0.0,Thunderstorm,0.0,-,-89.4065619,Heavy Lightning,1,Rain,43.0698454,-,-,-18000000
1401675849518,-,0.0,Cloudy,0.0,-,-105.0439365,-,1,-,39.8958156,Partly Cloudy,-,-21600000
1401676300990,-,0.0,Clear,0.0,Light Fog,-122.4044114,-,0,-,47.6778443,-,-,-25200000
1401676460113,-,0.0,Clear,0.0,-,-79.3467689,-,0,-,43.6676402,-,-,-14400000
1401676727516,-,0.0,Cloudy,0.0,-,-105.1369106,-,-,-,39.9896865,Mostly Cloudy,-,-21600000
1401676920136,-,0.0,Clear,0.0,-,-122.6805931,-,-,-,45.6113702,-,-,-25200000
1401677345816,-,0.0,Clear,0.0,-,-122.2780854,-,0,-,47.7526551,-,-,-25200000
1401677433066,-,0.0,Cloudy,0.0,-,-93.3052446,-,1,-,41.9035521,Very Cloudy,-,-18000000
1401677513221,-,0.0,Clear,0.0,-,-79.9134596,-,1,-,32.8952647,-,-,-14400000
1401677901081,-,0.0,Clear,0.0,-,10.5130477,-,0,-,54.8508445,-,-,7200000
1401677913942,-,0.0,Cloudy,0.0,-,-111.6801528,-,0,-,33.2346731,Partly Cloudy,-,-25200000
1401678070501,-,0.0,Clear,0.0,-,-122.3551778,-,0,-,47.6199317,-,-,-25200000
1401678074605,-,0.0,Clear,0.0,-,-97.2383417,-,0,-,35.1990225,-,-,-18000000
1401678135490,-,0.0,Precipitation,0.0,-,-94.5845074,-,-,Rain,39.1021709,Mostly Cloudy,-,-18000000
1401678391635,-,0.0,Clear,0.0,-,-122.6664349,-,1,-,45.5615991,-,-,-25200000
1401678400188,-,0.0,Clear,0.0,-,-122.3225844,-,-,-,47.6121055,-,-,-25200000
1401679192621,-,0.0,Clear,0.0,-,-121.7405691,-,0,-,38.5414855,-,-,-25200000
1401679782945,-,0.0,Cloudy,0.0,-,-93.7014517,-,2,-,41.6670248,Mostly Cloudy,-,-18000000
1401680031210,-,0.0,Precipitation,1.0,Light Fog,140.6080977,-,-,Snow,-34.2788077,Mostly Cloudy,-,34200000
1401680511880,-,0.0,Clear,0.0,-,-122.3060175,-,0,-,47.6096893,-,-,-25200000
1401680770080,-,0.0,Clear,0.0,-,173.94755,-,0,-,-41.5124451,-,-,43200000
1401680983630,-,0.0,Precipitation,1.0,-,-89.3614778,Infrequent Lightning,1,Rain,43.0851409,-,-,-18000000
1401681315078,-,0.0,Clear,0.0,-,-122.2828091,-,-,-,47.6992509,-,-,-25200000
1401681352760,-,0.0,Cloudy,0.0,-,-120.3604898,-,1,-,50.7238762,Partly Cloudy,-,-25200000
1401681831572,-,0.0,Clear,0.0,-,114.2232031,-,1,-,22.2810061,-,-,28800000
1401682122811,-,0.0,Precipitation,1.0,-,-89.4140979,-,-,Rain,43.0641182,Mostly Cloudy,-,-18000000
1401682879114,-,0.0,Clear,0.0,-,29.753133,-,-,-,62.6053891,-,-,10800000
1401683253308,-,0.0,Cloudy,0.0,-,39.7812002,-,0,-,57.6798372,Very Cloudy,-,14400000
1401683253489,-,0.0,Clear,0.0,-,-122.3589492,-,0,-,47.6245555,-,-,-25200000
1401683605256,-,0.0,Thunderstorm,2.0,-,-94.6234655,Infrequent Lightning,-,Rain,39.1961301,-,-,-18000000
1401684494888,-,0.0,Clear,0.0,-,13.0302858,-,0,-,55.5770242,-,-,7200000
1401685398111,-,0.0,Cloudy,0.0,-,-155.0931564,-,-,-,19.7538154,Mostly Cloudy,-,-36000000
1401686080200,-,0.0,Cloudy,0.0,-,-97.5953643,-,1,-,41.1145293,Partly Cloudy,-,-18000000
1401686684489,-,0.0,Clear,0.0,-,-118.3723471,-,1,-,35.6389746,-,-,-25200000
1401686760136,-,0.0,Clear,0.0,-,114.1802209,-,-,-,22.2765181,-,-,28800000
1401686900611,-,0.0,Clear,0.0,-,139.4769549,-,1,-,-20.5662304,-,-,36000000
1401687550182,-,0.0,Clear,0.0,-,-123.0223517,-,0,-,49.2556523,-,-,-25200000
1401688164317,-,0.0,Clear,0.0,-,-123.038492,-,-,-,49.2453941,-,-,-25200000
1401688622160,-,0.0,Cloudy,0.0,-,-2.893321,-,-,-,43.3070724,Mostly Cloudy,-,7200000
1401688810516,-,0.0,Clear,0.0,-,-122.8531927,-,1,-,49.1898667,-,-,-25200000
1401689940143,-,0.0,Clear,0.0,-,-123.1521567,-,-,-,49.3287241,-,-,-25200000
1401691114645,-,0.0,Clear,0.0,-,16.5856746,-,0,-,40.6827633,-,-,7200000
1401691361447,-,0.0,Clear,0.0,-,-123.1206174,-,-,-,49.2796558,-,-,-25200000
1401691527658,-,0.0,Clear,0.0,-,-123.1257681,-,-,-,49.2791399,-,-,-25200000
1401691797830,-,0.0,Clear,0.0,-,-118.3724235,-,0,-,35.6390222,-,-,-25200000
1401692571560,-,0.0,Precipitation,0.0,-,19.4320201,-,1,Rain,51.7609367,Mostly Cloudy,-,7200000
1401692699658,-,0.0,Cloudy,0.0,-,3.4258828,-,1,-,6.4302337,Very Cloudy,-,3600000
1401693165210,-,0.0,Cloudy,0.0,-,-0.476937,-,1,-,51.5466442,Mostly Cloudy,-,3600000
1401693283174,-,0.0,Clear,0.0,-,4.7505741,-,0,-,51.5436354,-,-,7200000
1401693485429,-,0.0,Cloudy,0.0,Light Fog,-1.2902034,-,0,-,52.3425151,Mostly Cloudy,-,3600000
1401693675264,-,0.0,Clear,0.0,-,-123.0101764,-,-,-,49.137332,-,-,-25200000
1401693926910,-,0.0,Cloudy,0.0,-,33.357172,-,1,-,45.2085058,Mostly Cloudy,-,14400000
1401694600886,-,0.0,Cloudy,0.0,-,23.605794,-,1,-,46.7664447,Very Cloudy,-,10800000
1401694761948,-,0.0,Cloudy,0.0,-,-134.9701965,-,2,-,-23.1195637,Partly Cloudy,-,-32400000
1401694940175,-,0.0,Clear,0.0,-,28.0842326,-,0,-,-26.0372037,-,-,7200000
1401695035093,-,0.0,Clear,0.0,-,-79.2915486,-,0,-,43.6947414,-,-,-14400000
1401695141551,-,0.0,Cloudy,0.0,-,-0.1215174,-,0,-,51.4320764,Mostly Cloudy,-,3600000
1401695456116,-,0.0,Clear,0.0,-,28.1300712,-,-,-,-25.9824891,-,-,7200000
1401695474971,-,0.0,Cloudy,0.0,-,11.5507687,-,1,-,48.1602356,Partly Cloudy,-,7200000
1401696508725,-,0.0,Clear,0.0,-,-3.62628,-,1,-,37.2218965,-,-,7200000
1401697366849,-,0.0,Precipitation,0.0,-,-21.9100779,-,0,Rain,64.1147577,Very Cloudy,-,0
1401697462062,-,0.0,Cloudy,0.0,-,-0.0950509,-,1,-,51.5233228,Very Cloudy,-,3600000
1401697977752,-,0.0,Cloudy,0.0,-,16.5855454,-,1,-,40.6829352,Partly Cloudy,-,7200000
1401698819023,-,0.0,Cloudy,0.0,Light Fog,-101.3017967,-,0,-,48.2454944,Mostly Cloudy,-,-18000000
1401698909067,-,0.0,Clear,0.0,-,-0.1896488,-,0,-,51.3533432,Mostly Cloudy,-,3600000
1401699156266,-,0.0,Cloudy,0.0,Light Fog,17.2558821,-,1,-,49.5844917,Partly Cloudy,-,7200000
1401700230844,-,0.0,Cloudy,0.0,Light Fog,2.3965606,-,1,-,48.823864,Partly Cloudy,-,7200000
1401700630949,-,0.0,Precipitation,0.0,-,145.1571605,-,0,Rain,-37.7087871,-,-,36000000
1401700813743,-,0.0,Clear,0.0,-,-121.9491125,-,0,-,37.7746817,-,-,-25200000
1401702942589,-,0.0,Cloudy,0.0,-,-0.1814543,-,1,-,51.4645837,Mostly Cloudy,-,3600000
1401702953507,-,0.0,Clear,0.0,-,13.0302821,-,1,-,55.5770545,-,-,7200000
1401703690832,Wildfire,0.0,Severe,2.0,Light Fog,150.8917512,Infrequent Lightning,3,Snow,-33.9965081,Mostly Cloudy,-,36000000
1401703990812,-,0.0,Cloudy,0.0,-,2.3904851,-,-,-,48.8431407,Very Cloudy,-,7200000
1401704264080,-,0.0,Clear,0.0,-,-67.7509638,-,2,-,46.1440079,-,-,-10800000
1401704379444,-,0.0,Clear,0.0,-,4.5148468,-,-,-,51.094304,-,-,7200000
1401704566011,-,0.0,Clear,0.0,-,-73.8589222,-,0,-,41.1498403,-,-,-14400000
1401705080118,-,0.0,Clear,0.0,-,-73.8918252,-,0,-,41.0736037,-,-,-14400000
1401706275150,-,0.0,Cloudy,0.0,-,13.6457112,-,1,-,51.1115895,Mostly Cloudy,-,7200000
1401706407142,-,0.0,Clear,0.0,-,-95.2388968,-,0,-,29.9377412,-,-,-18000000
1401707064410,-,0.0,Precipitation,0.0,-,126.668197,-,-,Rain,37.453673,-,-,32400000
1401707882594,-,0.0,Cloudy,0.0,-,-2.1022969,-,1,-,52.7941511,Mostly Cloudy,-,3600000
1401707890936,-,0.0,Cloudy,0.0,-,-0.2116232,-,1,-,51.493955,Partly Cloudy,-,3600000
1401707945986,-,0.0,Clear,0.0,-,-77.6810744,-,-,-,35.3018429,-,-,-14400000
1401708462493,-,0.0,Clear,0.0,-,-83.776574,-,0,-,36.0809154,-,-,-14400000
1401708603396,-,0.0,Cloudy,0.0,-,-97.2383961,-,0,-,35.1990709,Mostly Cloudy,-,-18000000
1401709239252,-,0.0,Clear,0.0,-,-110.9201049,-,0,-,32.2531963,-,-,-25200000
1401709253524,-,0.0,Clear,0.0,-,-0.4758708,-,0,-,51.5483659,-,-,3600000
1401709310993,-,0.0,Cloudy,0.0,-,23.7315756,-,1,-,46.3081777,Very Cloudy,-,10800000
1401709824769,-,0.0,Cloudy,0.0,-,-0.1214811,-,1,-,51.4320999,Mostly Cloudy,-,3600000
1401710057033,-,0.0,Thunderstorm,0.0,-,101.6850135,Infrequent Lightning,0,Rain,3.1173674,-,-,28800000
1401710116435,-,0.0,Clear,0.0,-,-79.9966425,-,0,-,37.2593708,-,-,-14400000
1401710622325,-,0.0,Clear,0.0,-,-72.528218,-,-,-,44.3238828,-,-,-14400000
1401711706827,-,0.0,Precipitation,0.0,-,-92.3927988,-,0,Rain,34.7026537,-,-,-18000000
1401711927246,-,0.0,Cloudy,0.0,-,-44.9994586,-,1,-,-21.2574008,Very Cloudy,-,-10800000
1401712064068,-,0.0,Thunderstorm,0.0,-,11.785609,Infrequent Lightning,-,-,43.3957204,-,-,7200000
1401712421011,-,0.0,Clear,0.0,Light Fog,-2.9546268,-,1,-,35.2876776,-,-,7200000
1401712492910,-,0.0,Clear,0.0,-,-78.7541739,-,1,-,35.6299629,-,-,-14400000
1401712513329,-,0.0,Clear,0.0,-,-97.731712,-,0,-,26.1854125,-,-,-18000000
1401712917336,-,0.0,Clear,0.0,-,-79.3855053,-,0,-,43.6901326,-,-,-14400000
1401712959563,-,0.0,Thunderstorm,0.0,Light Fog,101.6250119,Infrequent Lightning,0,-,3.0586776,-,-,28800000
1401713217416,-,0.0,Clear,0.0,-,-76.7678457,-,1,-,40.0584883,-,-,-14400000
1401713381234,-,0.0,Clear,0.0,-,-79.3762311,-,-,-,43.6542199,-,-,-14400000
1401713718619,-,0.0,Precipitation,0.0,-,101.6218219,Infrequent Lightning,1,Rain,3.1421908,-,-,28800000
1401713751787,-,0.0,Clear,0.0,-,-79.4322492,-,-,-,43.6613856,-,-,-14400000
1401713814957,-,0.0,Precipitation,1.0,-,-101.3023846,-,1,Rain,48.2454743,-,-,-18000000
1401714142564,-,0.0,Precipitation,0.0,-,-101.3023846,-,0,Rain,48.2454743,Very Cloudy,-,-18000000
1401714881090,-,0.0,Cloudy,0.0,-,-84.559017,-,-,-,39.2364963,Partly Cloudy,-,-14400000
1401714977275,-,0.0,Clear,0.0,-,-79.4148399,-,0,-,43.6640484,-,-,-14400000
1401715399805,-,0.0,Clear,0.0,-,-104.7694263,-,1,-,39.5216238,-,-,-21600000
1401715675274,-,0.0,Cloudy,0.0,-,11.0822314,-,0,-,49.4473625,Mostly Cloudy,-,7200000
1401715713377,-,0.0,Clear,0.0,-,-122.3537598,-,-,-,47.6801181,-,-,-25200000
1401715737849,-,0.0,Clear,0.0,-,-122.6239386,-,-,-,47.5653302,-,-,-25200000
1401715796470,-,0.0,Cloudy,0.0,-,-88.7446246,-,2,-,41.9393435,Very Cloudy,-,-18000000
1401715837258,-,0.0,Precipitation,1.0,-,-90.5025615,-,0,Rain,14.5857197,-,-,-21600000
1401715919514,-,0.0,Clear,0.0,-,-79.375371,-,-,-,43.6528446,-,-,-14400000
1401716008812,-,0.0,Cloudy,0.0,-,-92.5278396,-,-,-,36.3839924,Mostly Cloudy,-,-18000000
1401716136673,-,0.0,Cloudy,0.0,-,-93.1386055,-,1,-,44.8269991,Mostly Cloudy,-,-18000000
1401716230518,-,0.0,Precipitation,0.0,-,101.6528364,-,-,Rain,3.2356393,-,-,28800000
1401716512277,-,0.0,Cloudy,0.0,-,23.7988015,-,-,-,53.6547155,Mostly Cloudy,-,10800000
1401716562231,-,0.0,Thunderstorm,0.0,-,22.5291808,Frequent Lightning,2,-,44.2312176,-,-,7200000
1401716875390,-,0.0,Clear,0.0,-,-74.9252345,-,-,-,40.2015432,-,-,-14400000
1401717440441,-,0.0,Clear,0.0,-,-118.5433816,-,0,-,34.4378604,Partly Cloudy,-,-25200000
1401718094525,-,0.0,Clear,0.0,-,-78.7631524,-,0,-,35.5422797,-,-,-14400000
1401718363331,-,0.0,Clear,0.0,-,-79.4732326,-,0,-,43.6462894,-,-,-14400000
1401718538304,-,0.0,Clear,0.0,-,-122.3060321,-,0,-,47.6096466,-,-,-25200000
1401718805518,-,0.0,Cloudy,0.0,-,88.9385865,-,-,-,24.8134263,Mostly Cloudy,-,21600000
1401718838393,-,0.0,Clear,0.0,-,11.2722521,-,-,-,44.5196926,-,-,7200000
1401719176131,-,0.0,Cloudy,0.0,-,-45.0026299,-,1,-,-21.2494204,Mostly Cloudy,-,-10800000
1401719317922,-,0.0,Cloudy,0.0,-,-97.5973169,-,1,-,40.8725905,Partly Cloudy,-,-18000000
1401719466412,-,0.0,Clear,0.0,-,-122.625322,-,0,-,47.5637109,-,-,-25200000
1401720142064,-,0.0,Precipitation,1.0,-,-89.3872085,-,0,Rain,43.0700602,-,-,-18000000
1401720235204,-,0.0,Precipitation,1.0,-,-90.5172582,-,1,Rain,14.6198739,-,-,-21600000
1401720351579,-,0.0,Cloudy,0.0,Light Fog,-122.3803961,-,0,-,47.6700626,Very Cloudy,-,-25200000
1401720393125,-,0.0,Cloudy,0.0,-,-85.2722623,-,1,-,41.0669958,Very Cloudy,-,-14400000
1401720452381,-,0.0,Cloudy,0.0,-,-79.9624547,-,-,-,40.4541074,Very Cloudy,-,-14400000
1401721490429,-,0.0,Clear,0.0,-,-79.3814504,-,-,-,43.6432367,-,-,-14400000
1401721652462,-,0.0,Clear,0.0,-,10.5130477,-,1,-,54.8508445,-,-,7200000
1401721735361,-,0.0,Clear,0.0,-,-122.3342992,-,-,-,47.6650438,-,-,-25200000
1401722296922,-,0.0,Clear,0.0,-,-97.5954873,-,1,-,40.8544021,-,-,-18000000
1401722377155,-,0.0,Clear,0.0,-,-79.4322743,-,-,-,43.6613576,-,-,-14400000
1401722556107,-,0.0,Cloudy,0.0,-,-85.5385879,-,-,-,42.8552324,Mostly Cloudy,-,-14400000
1401723376253,-,0.0,Clear,0.0,-,-122.3281623,-,1,-,47.5972447,-,-,-25200000
1401723632629,-,0.0,Cloudy,0.0,-,-0.1215117,-,1,-,51.4321354,Very Cloudy,-,3600000
1401723991765,-,0.0,Cloudy,0.0,Light Fog,-122.6588432,-,0,-,45.5075008,Mostly Cloudy,-,-25200000
1401724313873,-,0.0,Cloudy,0.0,-,-122.6497097,-,1,-,45.5245941,Mostly Cloudy,-,-25200000
1401724333123,-,0.0,Cloudy,0.0,-,2.4049202,-,2,-,48.824269,Very Cloudy,-,7200000
1401724711025,-,0.0,Cloudy,0.0,-,-122.3881764,-,0,-,47.5370761,Very Cloudy,-,-25200000
1401724754347,-,0.0,Cloudy,0.0,-,13.0302983,-,1,-,55.5770623,Mostly Cloudy,-,7200000
1401724878144,-,0.0,Clear,0.0,-,4.4390227,-,-,-,51.1520068,-,-,7200000
1401725073357,-,0.0,Cloudy,0.0,Light Fog,-84.1775705,-,1,-,34.1548394,Partly Cloudy,-,-14400000
1401725305375,-,0.0,Thunderstorm,2.0,Light Fog,4.3118586,Heavy Lightning,3,Hail,45.7678376,Mostly Cloudy,-,7200000
1401725424281,-,0.0,Cloudy,0.0,-,-122.3206148,-,-,-,47.4512737,Mostly Cloudy,-,-25200000
1401725461494,-,0.0,Precipitation,0.0,-,15.9846836,-,-,Rain,45.7723886,-,-,7200000
1401725505275,-,0.0,Clear,0.0,-,-122.3405528,-,1,-,47.6366393,-,-,-25200000
1401725617656,-,0.0,Cloudy,0.0,-,-122.3315206,-,-,-,47.6035602,Partly Cloudy,-,-25200000
1401725676977,-,0.0,Cloudy,0.0,-,-77.2215371,-,-,-,39.1426278,Partly Cloudy,-,-14400000
1401725777573,-,0.0,Cloudy,0.0,-,-122.6616938,-,0,-,45.4713776,Very Cloudy,-,-25200000
1401725883193,-,0.0,Cloudy,0.0,Light Fog,8.8864361,-,1,Rain,44.4123007,Partly Cloudy,-,7200000
1401726200838,-,0.0,Cloudy,0.0,-,33.3571712,-,1,-,45.2085067,Very Cloudy,-,14400000
1401726202777,-,0.0,Cloudy,0.0,-,-122.6665682,-,-,-,45.5614216,Very Cloudy,-,-25200000
1401726247443,-,0.0,Clear,0.0,-,-122.3300413,-,1,-,47.617514,-,-,-25200000
1401726327905,-,0.0,Clear,0.0,-,8.9560883,-,1,-,44.4122188,Mostly Cloudy,-,7200000
1401726642288,-,0.0,Cloudy,0.0,-,-122.4711195,-,-,-,47.5059644,Mostly Cloudy,-,-25200000
1401726825075,-,0.0,Clear,0.0,-,-97.2637321,-,-,-,37.69588,-,-,-18000000
1401726854695,-,0.0,Cloudy,0.0,-,-0.1626721,-,0,-,51.4327874,Very Cloudy,-,3600000
1401727161309,-,0.0,Precipitation,0.0,-,-85.5154319,-,2,Rain,42.8636499,-,-,-14400000
1401727294939,-,0.0,Clear,0.0,-,-122.3281689,-,1,-,47.5972461,Mostly Cloudy,-,-25200000
1401727458165,-,0.0,Clear,0.0,-,-122.4320338,-,0,-,48.9582175,-,-,-25200000
1401727703242,-,0.0,Cloudy,0.0,Light Fog,-79.3953336,-,0,-,43.6473089,Mostly Cloudy,-,-14400000
1401727755246,-,0.0,Cloudy,0.0,-,-97.2458415,-,1,-,37.765636,Partly Cloudy,-,-18000000
1401728066211,-,0.0,Clear,0.0,-,-121.7809564,-,1,-,38.5601208,-,-,-25200000
1401728073984,-,0.0,Cloudy,0.0,-,-0.2115568,-,0,-,51.4939115,Very Cloudy,-,3600000
1401728082374,-,0.0,Clear,0.0,Light Fog,-122.1287246,-,0,-,47.4042796,Mostly Cloudy,-,-25200000
1401728425616,-,0.0,Clear,0.0,-,114.2232031,-,1,-,22.2810061,-,-,28800000
1401728499132,-,0.0,Clear,0.0,-,-74.007612,-,0,-,40.7281587,-,-,-14400000
1401728539928,-,0.0,Cloudy,0.0,-,-79.9512912,-,0,-,40.4376724,Very Cloudy,-,-14400000
1401728631656,-,0.0,Cloudy,0.0,Light Fog,-79.9511257,-,2,-,43.2653299,Mostly Cloudy,-,-14400000
1401728703135,-,0.0,Cloudy,0.0,-,-81.0008213,Infrequent Lightning,1,-,46.4650796,Very Cloudy,-,-14400000
1401728806550,-,0.0,Clear,0.0,-,27.1370272,-,1,-,38.4289414,-,-,10800000
1401728849311,-,0.0,Clear,0.0,-,-122.3040764,-,-,-,47.6055229,-,-,-25200000
1401729000621,-,0.0,Clear,0.0,-,-72.7999926,-,1,-,41.4979389,-,-,-14400000
1401729065805,-,0.0,Cloudy,0.0,-,-92.3927987,-,1,-,34.7026633,Partly Cloudy,-,-18000000
1401729320004,-,0.0,Clear,0.0,-,-74.0118086,-,1,-,40.7039304,-,-,-14400000
1401729445749,-,0.0,Clear,0.0,-,-122.3352213,-,1,-,47.6112448,Mostly Cloudy,-,-25200000
1401729731882,-,0.0,Cloudy,0.0,Light Fog,-122.3367147,-,-,-,47.6158075,Partly Cloudy,-,-25200000
1401730210210,-,0.0,Precipitation,1.0,-,33.3571712,-,1,Rain,45.2085067,-,-,14400000
1401730553257,-,0.0,Cloudy,0.0,-,7.7734797,-,1,-,49.4410135,Mostly Cloudy,-,7200000
1401730905864,-,0.0,Clear,0.0,-,-79.4733466,-,-,-,43.6462965,Mostly Cloudy,-,-14400000
1401731132912,-,0.0,Clear,0.0,-,-97.5996367,-,1,-,40.8645248,-,-,-18000000
1401731431037,-,0.0,Clear,0.0,-,-70.8258973,-,1,-,42.6288844,-,-,-14400000
1401731710662,-,0.0,Cloudy,0.0,-,-79.3910264,-,-,-,43.650715,Mostly Cloudy,-,-14400000
1401731778840,-,0.0,Clear,0.0,-,-73.9805858,-,-,-,40.7535459,-,-,-14400000
1401731853753,-,0.0,Cloudy,0.0,-,-122.3407024,-,-,-,47.1367124,Mostly Cloudy,-,-25200000
1401731865215,-,0.0,Cloudy,0.0,-,-122.3407024,-,-,-,47.1367124,Very Cloudy,-,-25200000
1401732346071,-,0.0,Clear,0.0,-,-76.3558371,-,0,-,42.3626923,-,-,-14400000
1401732413931,-,0.0,Cloudy,0.0,-,-79.9635183,-,-,-,40.4554199,Mostly Cloudy,-,-14400000
1401732468827,-,0.0,Cloudy,0.0,-,-85.2722623,-,1,-,41.0669958,Very Cloudy,-,-14400000
1401732746701,-,0.0,Clear,0.0,-,-79.9136223,-,0,-,32.8950327,-,-,-14400000
1401733110451,-,0.0,Cloudy,0.0,-,-79.3813732,-,-,Rain,43.6432716,Mostly Cloudy,-,-14400000
1401733132006,-,0.0,Clear,0.0,Light Fog,-122.3324893,-,0,-,47.6042638,Mostly Cloudy,-,-25200000
1401733360211,-,0.0,Precipitation,1.0,-,-90.5143236,-,0,Rain,14.6124346,-,-,-21600000
1401733438704,-,0.0,Cloudy,0.0,-,-86.0616879,-,2,Rain,40.7654654,Very Cloudy,-,-14400000
1401733724846,-,0.0,Precipitation,1.0,-,-86.0616879,-,1,Rain,40.7654654,-,-,-14400000
1401733850697,-,0.0,Cloudy,0.0,-,-84.0653233,-,2,-,39.7794572,Very Cloudy,-,-14400000
1401733872430,-,0.0,Cloudy,0.0,-,-79.9610537,-,-,-,40.4352188,Mostly Cloudy,-,-14400000
1401733885197,-,0.0,Cloudy,0.0,-,-79.3893973,-,-,-,43.6690666,Very Cloudy,-,-14400000
1401733891799,-,0.0,Clear,0.0,-,-122.3576699,-,0,-,49.0394636,-,-,-25200000
1401733933426,-,0.0,Clear,0.0,-,-76.5178581,-,0,-,44.2346199,-,-,-14400000
1401733941094,-,0.0,Clear,0.0,-,-122.357373,-,1,-,47.6504106,-,-,-25200000
1401734250637,-,0.0,Cloudy,0.0,-,-0.7939004,-,0,-,51.3793619,Very Cloudy,-,3600000
1401734329276,-,0.0,Cloudy,0.0,-,-73.5616168,-,1,-,45.4745047,Partly Cloudy,-,-14400000
1401734374290,-,0.0,Cloudy,0.0,-,13.589891,Infrequent Lightning,1,-,51.1235481,Very Cloudy,-,7200000
1401734429654,-,0.0,Cloudy,0.0,-,-75.9559443,-,1,-,41.1984639,Partly Cloudy,-,-14400000
1401734704230,-,0.0,Precipitation,0.0,-,-90.5171917,-,-,Rain,14.6196538,-,-,-21600000
1401734829473,-,0.0,Precipitation,2.0,-,-86.0616879,-,2,Rain,40.7654654,-,-,-14400000
1401735553513,-,0.0,Clear,0.0,-,-70.4701501,-,1,-,44.063401,-,-,-14400000
1401735607337,-,0.0,Cloudy,0.0,-,-21.9100779,-,0,-,64.1147577,Very Cloudy,-,0
1401735694555,-,0.0,Cloudy,0.0,-,-3.0088588,-,1,-,53.3535957,Very Cloudy,-,3600000
1401735828846,-,0.0,Cloudy,0.0,-,-86.5869822,-,1,-,30.4705379,Mostly Cloudy,-,-18000000
1401735910326,-,0.0,Cloudy,0.0,-,-117.8339794,-,1,-,33.6942438,Partly Cloudy,-,-25200000
1401736172039,-,0.0,Clear,0.0,-,-122.3281478,-,1,-,47.5972113,-,-,-25200000
1401736203769,-,0.0,Cloudy,0.0,-,-86.0616879,-,1,-,40.7654654,Mostly Cloudy,-,-14400000
1401736542213,-,0.0,Cloudy,0.0,-,-0.1626481,-,1,-,51.4327762,Very Cloudy,-,3600000
1401737027156,-,0.0,Cloudy,0.0,-,-8.9563714,-,1,-,53.2706656,Very Cloudy,-,3600000
1401737323414,-,0.0,Clear,0.0,-,-122.336779,-,0,-,47.6157715,-,-,-25200000
1401737490872,-,0.0,Precipitation,0.0,-,-85.2722623,-,1,Rain,41.0669958,-,-,-14400000
1401737961916,-,0.0,Cloudy,0.0,-,-73.5808042,-,-,-,45.5176584,Partly Cloudy,-,-14400000
1401738104662,-,0.0,Cloudy,0.0,-,-79.8774365,-,1,-,43.2265092,Partly Cloudy,-,-14400000
1401738269012,-,0.0,Clear,0.0,-,-122.3337426,-,1,-,47.6025318,-,-,-25200000
1401738314088,-,0.0,Cloudy,0.0,-,-97.5268174,-,0,-,35.5563139,Very Cloudy,-,-18000000
1401738324359,-,0.0,Clear,0.0,-,-73.6289029,-,0,-,45.4750744,Mostly Cloudy,-,-14400000
1401738325376,-,0.0,Clear,0.0,-,-81.7781755,-,0,-,30.244736,-,-,-14400000
